id, Blood_Bank_Name, State, District, City,Pincode, Mobile, Email,Name, Qualification , Category, Blood_Component_Available, Apheresis, Service_Time, Date_License_Obtained, Latitude, Longitude
118,"Indian Red Cross Society Blood Bank, RCH-II",Andhra Pradesh,VIZIAnaGARAM,Parvathipuram,535501,9908842182,NULL,Dr. P. Swathi,"MBBS, Diploma in Pathology",Charity,NO,NO,24x7,24.08.2007,18.781716,83.426752
119,District Headquarters Hospital Blood Bank,Andhra Pradesh,VIZIAnaGARAM,Vizianagaram,535003,9440070099,bloodbankdhvzm@gmail.com,Dr. B. Satya Srinivas,MD (Pathology),Government,YES,NO,24x7,27.01.1998,18.110022,83.388433
120,Indian Red Cross Society Blood Bank,Andhra Pradesh,VIZIAnaGARAM,Vizianagaram,535003,8142578999,"secretaryredcrossviziaNULLgaram@gmail.com,",Dr. Venugopal Reddy CH.P.,"MBBS, FICC",Charity,NO,NO,24x7,02.12.2006,18.106658,83.395551
121,Srinivasa Nursing Home Blood Bank ,Andhra Pradesh,VIZIAnaGARAM,Vizianagaram,535002,9390028861,NULL,NULL,NULL,Private,NO,NULL,NULL,NULL,0,0
122,Maharaja Institute of Medical Sciences Blood Bank,Andhra Pradesh,VIZIAnaGARAM,Vizianagaram,535002,9440043451,NULL,NULL,NULL,Private,YES,NULL,NULL,NULL,0,0
123,ASN Raju Charitable Trust Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,534202,9666001234,NULL,Dr. A. Durga Prasad,MBBS,Charity,YES,NO,24X7,03.08.2010,16.54391,81.516237
124,Uddaraju Anandaraju Foundation Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,534202,8897888108,aNULLndabloodbank@gmail.com,Dr. N. Kasi ViswaNULLtha Raju,"MBBS, DPH",Charity,NO,NO,24X7,22.12.2009,16.543064,81.515731
125,M/s. Government Headquarters Hospital Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,534006,NULL,wgbloodbank@gmail.com,Dr. G. Shyam Sundar,"MBBS, DCP",Government,NO,NO,24x7,28.01.1997,17.006153,81.782132
126,M/s. Indian Red Cross Society Component Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,534006,9848177142,redcrosseluru@gmail.com,"Dr. Prasad, Dr K Kondhanda Rami Reddy","MBBS, Ms (Artho)  ",Charity,YES,NO,24x7,07.10.2003,16.711919,81.094839
127,M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,534005,"07382626281, 07382626282",asrams@yahoo.com,Dr. T. Sai Chand,MD (Microbiology),Charity,YES,NO,24X7,19.11.2002,16.737395,81.146494
128,M/s. Good Samaritan Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,534001,9440470715,samaritaneluru@gmail.com,Dr. V. Rajendra,MBBS,Private,NO,NO,24X7,29.12.2011,18.179738,83.39551
129,M/s. Indian Red Cross Society Blood Bank jangareddi gudem,Andhra Pradesh,WEST GODAVARI,Jangareddygudem,534447,9493009404,Bloodbankahjrg@gmail.com,Dr. G. V. V. SatyaNULLrayaNULL,MBBS,Government,NO,NO,24X7,20.11.2013,17.125307,81.273907
130,Indian Red Cross Society Blood Bank narasapuram,Andhra Pradesh,WEST GODAVARI,narasapuram,534275,8179704000,harshasatish555@gmail.com,Dr. K. S. Trimurthulu,"MBBS, MS (ENT)",Charity,NO,NO,24x7,25.06.2015,16.45196,81.680205
131,Palakol Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Palakol,534260,9885144415,palakolvoluntarybloodbank@gmail.com,Dr. Geetha Rani,"MBBS, DGO",Charity,YES,YES,24X7,01.09.2004,16.517455,81.725342
132,Indian Red Cross Society Blood Bank Tanuku  (Repeated),Andhra Pradesh,WEST GODAVARI,Tanuku,534211,NULL,wgbloodbank@gmail.com,NULL,NULL,NULL,NULL,NULL,24x7,NULL,16.757173,81.679963
133,Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,534215,9959312349,ircs.tanuku@gmail.com,Dr. N. Sri Hari,MBBS,Charity,NO,NO,24x7,"14.09.2007		",16.757173,81.679963
134,Sri Buddala narasimhamurty Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,534211,9133111131,NULLnibuddala@gmail.com,"Dr. K. Ramalakshmi, Dr. A. Raghavendra Rao ",MBBS,Charity,YES,YES,24X7,25.06.2009,16.414033,80.647085
135,Rajiv Gandhi Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,516001,"09502577742, 09703158194","kadapabb@gmail.com balakrishNULL9999.1914@rediffmail.com, sgr2k2@gmail.com",NULL,NULL,Government,YES,NULL,24x7,16-03-2007,15.133392,78.514102
136,"Indian Red Cross Society, Blood Bank",Andhra Pradesh,Y.S.R. (Kadapa),KADAPA,516001,9704798189,ircskadapa@gmail.com,Dr. B. M. P. Sailaja,MBBS ,Charity,NO,NO,24x7,"26.08.2004	",14.467354,78.824134
137,Boga Parvathamma Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,516002,9440269795,bogaparvathamma@yahoo.com,Dr A NULLgeswar Rao,MBBS MD Pathology,Private,NO,NO,24x7,19.01.2011,14.467354,78.824134
138,Rajiv Gandhi Institute of Medical Sciences Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,516001,9703158194,NULL,NULL,NULL,Government,YES,NULL,NULL,NULL,0,0
139,Fathima Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,516001,9440941709,NULL,NULL,NULL,Private,YES,NULL,NULL,NULL,0,0
140,District Hospital Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),PRODDATUR,516360,8106104334,"mobb.pdtr@gmail.com,",NULL,NULL,Government,NO,NO,24x7,NULL,14.741621,78.550959
141,A.P Vaidyavidhanaparishad Area Hospital Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Proddatur,516360,9985198393,NULL,NULL,NULL,Government,YES,NULL,NULL,NULL,0,0
142,A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Pulivendula,516390,9440978262,pulivendulabb2007@gmail.com harishkumar.kvr@gmail.com,DR. K. V. NULLRAYANULL,M.B.B.S,Private,NO,NO,24x7,28-05-2007,14.422232,78.226339
143,Changlang District Hospital Blood Bank,Arunachal Pradesh,CHANGLANG,Changlang,792120,9436068812,minsingngemu@gmail.com,Dr. Minsing Ngemu,MBBS,Government,NO,NO,24 x 7,15-06-2015,27.139258,95.738757
144,Pasighat General Hospital Blood Bank,Arunachal Pradesh,EAST SIANG,Pasighat,791102,9436225890,gjonkey@gmail.com,Dr. Gegong Jonkey,"MBBS, MD",Government,NO,NO,24 x 7,12-06-1998,28.071544,95.325113
145,Lohit District Hospital Blood Bank,Arunachal Pradesh,LOHIT,Tezu,792001,9436633161,dmolohit@gmail.com,Dr. Sopitut Towang,MBBS,Government,NO,NO,24 x 7,15-06-2011,27.559574,96.101627
146,General Hospital Ziro  Blood Bank,Arunachal Pradesh,LOWER SUBANSIRI,Ziro,791120,"08415000448, 09402290012",bloodbankziro@gmail.com,Dr. Joram Khopey,"MBBS, MD",Government,NO,NO,24 x 7,15-06-2011,27.53875,93.822176
147,Ramakrishna Mission Hospital Blood bank,Arunachal Pradesh,PAPUM PARE,Itanagar,791113,"94,36,05,07,46,09,77,40,00,000",rkmitaNULLgar@gmail.com,Dr L R Choudhury,MBBS,Charity,NO,NO,24 x 7,22-04-1997,27.086178,93.609065
148,Arunachal State Hospital Blood Bank,Arunachal Pradesh,PAPUM PARE,naharlagun,791110,"08731981187, 09436896857",neharlagumbloodbank@gmail.com,Dr. Pasang SoNULL,"MBBS, MD",Government,NO,NO,24 x 7,22-04-1997,27.103121,93.691936
149,Tawang District Hospital Blood Bank,Arunachal Pradesh,TAWANG,Tawang,790104,9402222155,tengyal2233@gmail.com,Dr. Tenzing Gyaltsen,MBBS,Government,NO,NO,24 x 7,23-05-2012,27.588943,91.864896
150,Tawang District Hospital Blood Bank ,Arunachal Pradesh,TAWANG,Tawang,790104,9402795155,NULL,Dr Tenzin Gyaltsen,NULL,Government,NULL,NULL,NULL,NULL,0,0
151,District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Upper Siang,NULL,NULL,NULL,NULL,NULL,Government,NULL,NULL,NULL,NULL,0,0
152,Upper Siang District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Yingkiong,791002,9436226409,dmoykggmail.com,Dr. Katan Patuk,MBBS,Government,NO,NO,24 x 7,15-06-2011,28.641662,95.025348
153,Upper Subansiri District Hospital Blood Bank,Arunachal Pradesh,UPPER SUBANSIRI,Daporijo,791122,"08794050827, 09436089691",drbininirin@gmail.com,Dr. Bini Nirin,MBBS,Government,NO,NO,24 x 7,23-05-2012,27.981329,94.217428
154,West Siang District Hospital Blood Bank,Arunachal Pradesh,WEST SIANG,Aalo,791001,9436056268,yatugee@gmail.com,Dr. Yatu Gee KeNULL,"MBBS, DCP",Government,NO,NO,24 x 7,09-08-2011,28.169282,94.801031
155,Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,Assam,BARPETA,Barpeta,781301,"09435042865, 07896364895",bloodbankfaamc5@gmail.com,Dr. Dipankar Baruah,NULL,Government,NO,NO,24 x 7,22-05-2002,26.323792,90.986661
156,Bongaigaon Civil Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,783380,9435021056,bloodbank.bongaigaon@gmail.com,Dr. Suahanta Bhattacharjee,MBBS,Government,NO,NO,24 x 7,03-02-2015,26.456671,90.560234
157,Lower Assam Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,783380,9435720622,"lowerassamhospital@yahoo.in, nmandal979@gmail.com",Dr. Raju Basumatary,"MBBS,DCP",Private,YES,NO,24 x 7,23-02-2006,26.492861,90.551479
158,Silchar Medical College and Hospital Blood Bank,Assam,CACHAR,Silchar,788014,9435076209,bloodbanksmch@gmail.com,Dr.Sumita Dutta Gupta ,"MBBS, MD (Pathologist)  ",Government,YES,NO,24 x 7,04-01-2012,24.775578,92.794251
159,Indian Red Cross Children Hospital Blood Bank,Assam,CACHAR,Silchar,788007,9401854401,ircs.silchar@yahoo.com,Dr. SwapNULL Sen,"MBBS, MD",Charity,NO,NO,24 x 7,26-10-2010,24.826127,92.796159
160,Barak Blood Bank and Clinical Research Centre,Assam,CACHAR,Silchar,788005,9435071314,prdpnk@rediffmail.com,Dr. N. Bhattacharya,"MBBS, DCP",Private,NO,NO,24 x 7,12-12-1997,24.808015,92.795242
161,Bongaigaon Refinery (BRPL) Hospital Blood Bank ,Assam,CHIRANG,Dhaligaon,783385,9435121190,dr_dk_das@indianoil.in,Dr Plawan Mazumdar,NULL,Government,NO,NO,24 x 7,12-03-1997,26.510577,90.522683
162,Mangaldoi Civil Hospital Blood Bank,Assam,DARRANG,Mangaldoi,784125,9854035697,bloodbank.mangaldoi@gmail.com,Dr. Duad Ali,MBBS,Government,NO,NO,24 x 7,25-02-2003,26.437551,92.036395
163,Dhemaji Civil Hospital Blood Bank,Assam,DHEMAJI,Dhemaji,787057,9678100660,bloodbank.dhemaji@gmail.com,Dr. Khagen Doley,"MBBS, DCH",Government,NO,NO,24 x 7,06-08-2001,27.458026,94.574533
164,Dhubri Civil Hospital Blood Bank,Assam,DHUBRI,Dhubri,783325,9435028860,bloodbank.dhubri@gmail.com,Dr. A.C. Mandal,MBBS,Government,NO,NO,24 x 7,10-08-1998,26.034365,89.963554
165,Assam Medical College and Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,786002,9435033505,dbr.bloodbankamch@gmail.com,Dr. Bobby Duarah,NULL,Government,YES,NO,24 x 7,06/10/1997-10/12/2013,27.486985,94.944179
166,Dr. Damani&#39;s Nursing Home Blood Bank,Assam,DIBRUGARH,Dibrugarh,786001,9435031702,damani_medicos@rediffmail.com,DR. B. K. Pandit,"MBBS, MD",Private,NO,NO,24 x 7,20-01-1998,27.4898858,94.9229632
167,Aditya Diagnostic Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,786005,9435030421,adityahospitalsdib@gmail.com,NULL,"MBBS, MD",Private,NO,NO,24 x 7,10-11-2003,27.491383,94.931116
168,Sri Manta Sankardeva Hospital and Research Centre Blood Bank,Assam,DIBRUGARH,Dibrugarh,786001,9435269959,sshridibrugarh@yahoo.com,Dr. Horendra NULLth Kunwar,NULL,Private,NO,NO,24 x 7,06-02-2007,0,0
169,Dirial Central Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,786601,"09435181581, 09435748265","muninsharma1@rediffmail.com, rishavacks@gmail.com",Dr. Munindra Sharma,"MBBS, MD",Private,NO,NO,24 x 7,26-04-1999,0,0
170,Oil India Limited Hospital Blood Bank,Assam,DIBRUGARH,Duliajan,786602,9954498584,"malamani@oilindia.in, malamani123@yahoo.com",Dr (Mrs) Malamani Hazarika,"MBBS, MD",Government,NO,NO,24 x 7,04-07-1905,27.359192,95.323648
171,Haflong Civil Hospital Blood Bank ,Assam,DIMA HASAO,Haflong,788819,9435077512,haflongbloodbank@gmail.com,Dr LVaiphei,NULL,Government,NO,NO,24 x 7,22-05-2004,25.165653,93.024831
172,Goalpara Civil Hospital Blood Bank,Assam,GOALPARA,Goalpara,783121,9435023847,bloodbank.golpara@gmail.com,Dr.U NULLth,MBBS,Government,NO,NO,24 x 7,21-07-2001,26.142267,90.610584
173,Solace Hospital and Research centre Pvt.Ltd Blood bank,Assam,GOALPARA,Goalpara,783121,9435323781,solacehospital@aol.in,Dr. Mrinmoyee Bordoloi,"MBBS, DCP, MD (Pathology & Microbiology)",Private,NO,NO,24 x 7,07-09-2012,26.164643,90.624877
174,Kushal Konwar (KK) Civil Hospital Blood Bank,Assam,GOLAGHAT,Golaghai town,785621,9435151875,bloodbank.golaghai@gmail.com,Dr. Jayanta Borgohain,MBBS,Government,NO,NO,24 x 7,07-08-2002,26.510171,93.964569
175,Vivekananda Kendra NRL Hospital Blood Bank,Assam,GOLAGHAT,Golaghat,785699,9435478406,"vknrl.hospital@gmail.com, barNULLli.deuri@nrl.co.in",Dr. BarNULLli Deuri,"MBBS, DCP",Private,NO,NO,24 x 7,08-01-2003,26.591371,93.749516
176,S. K. Roy Civil Hospital Blood Bank ,Assam,HAILAKANDI,Hailakandi,788151,9859763582,bloodbank.hailakandi@gmail.com,Dr.RehaNULL Begum,"MBBS, DCP",Government,NO,NO,24 x 7,13-12-2004,24.671769,92.563355
177,Jorhat Medical College and Hospital Blood Bank ,Assam,JORHAT,Jorhat,785001,9435747816,bloodbank.jmch.jorhat@gmail.com,Dr. ValiNULL Brahma,"MBBS, MD",Government,YES,NO,24 x 7,01-09-2012,26.742573,94.195109
178,Air Force Hospital Blood Bank,Assam,JORHAT,Jorhat,785005,9706054599,drsunipat@gmail.com,Dr. (Mrs) Sunita Patil,"MBBS, MD",Government,NO,NO,24 x 7,17-06-1997,0,0
179,Greater Jorhat Lions Blood Bank,Assam,JORHAT,Jorhat,785001,"09854665019, 09854050900","chutiabipul@gmail.com, dranimesh@yahoo.com",Dr Ankur Bora,MBBS,Charity,NO,NO,24 x 7,07-06-2012,26.753059,94.185964
180,Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,KAMRUP,Guwahati,781001,9401389455,bloodbankmmchguwahati@gmail.com,Dr. Bibhuti Bhuyan,"MBBS, MD",Government,NO,NO,24 x 7,25-07-2014,26.185505,91.740485
181,Dispur Blood Bank,Assam,KAMRUP,Guwahati,781006,9707020370,dishosp@gmail.com,Dr. Nibha Borkotoky,"MBBS, MD",Private,YES,NO,24 x 7,12-02-2009,26.149823,91.786638
182,Saharia&#39;s Path Lab & Blood Bank,Assam,KAMRUP,Guwahati,781005,9864097823,sahariabloodbank@gmail.com,Dr. Dhiren Saharia,"MBBS, MD",Private,YES,NO,24 x 7,24-02-2003,26.16274,91.770664
183,International Hospital Blood Bank,Assam,KAMRUP,Guwahati,781005,"09864017874, 07135005305","deeps.bhuyan@gmail.com, bloodbankihl.hosp@gmail.com",Dr. Deepa Bhuyan,"MBBS, DPB",Private,YES,NO,24 x 7,09-12-2013,26.154059,91.781267
184,Hayat Hospital Blood Bank,Assam,KAMRUP,Guwahati,781034,9508122223,"hayathospital@gmail.com, hhqualitycontrol@gmail.com",Dr.Priyanka Dutta Choudhury,NULL,Private,NO,NO,24 x 7,NULL,26.139171,91.746199
185,Rahman Hospital Private Limited Blood Bank,Assam,KAMRUP,Guwahati,781022,9864010982,bloodbankrahmanhospitals@gmail.com,Dr. NULLndan Phukan,"MBBS, DCP",Private,NO,NO,24 x 7,15-12-2012,26.135133,91.809429
186,GNRC Institute of Medical Sciences Blood bank,Assam,KAMRUP,Guwahati,781030,9706900636,drradhikalakhotia@gmail.com,Dr. Radhika Lakhotia ,NULL,Private,YES,NO,24 x 7,01-09-2004,26.202192,91.693312
187,Central Hospital N. F. Railway Blood Bank,Assam,KAMRUP,Maligaon,781011,9957550524,"mdnfr@gmail.com, choudhurysuraj3@gmail.com",Dr. Suraja Choudhury,"MBBS, MD",Government,NO,NO,24 x 7,10-03-1997,26.151872,91.694899
188,G.N.R.C. Hospital Blood Bank,Assam,KAMRUP METRO,"Dispur, Guwahati",781006,9954088100,gnrclabservices@gmail.com,Dr. ShabNULLm Ahktar Ahmed,"MBBS, MD",Private,NO,NO,24 x 7,01-09-2004,26.1391,91.794024
189,Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,KAMRUP METRO,Guwahati,781032,9864096208,bloodbank.gmch.guwahati@gmail.com,Dr. (Mrs) Tirtha Chaliha,"MBBS, MD (Pathology), DIHBT",Government,YES,NO,24 x 7,04-09-2004,26.159914,91.768498
190,Dr. B. Borooah Cancer Institute Blood Bank,Assam,KAMRUP METRO,Guwahati,781016,9864016791,bbeibloodbank@gmail.com,"Dr Anupam Sawemal,  Dr ChandaNULL Kalita",NULL,Government,YES,NO,24 x 7,02-01-2008,26.165087,91.747674
191,Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,KAMRUP METRO,Guwahati,781007,9864096134,agvrc5@gmail.com,Dr. J. K. Baruah,"MBBS, MD",Private,NO,NO,24 x 7,07-11-2009,26.176689,91.753784
192,Down Town Hospital Blood Bank ,Assam,KAMRUP METRO,Guwahati,781006,9706025061,drmayuri_13@yahoo.co.in,Dr. Mayuri Borgohain ,NULL,Private,YES,NO,24 x 7,10-03-1997,26.136151,91.796833
193,Ganga Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,781007,8011010800,gangabloodbankghy@gmail.com,Dr.KalpaNULL Saikia,NULL,Charity,YES,NO,24 x 7,06-09-2002,26.172081,91.759992
194, Surakhya  Blood Bank ,Assam,KAMRUP METRO,Guwahati,781008,9864015329,surakhya2004@gmail.com,Dr. NULLbanita Medhi,NULL,Charity,NO,NO,24 x 7,18-03-2005,26.175065,91.75257
195,Marwari Hospital and Research Centre Blood Bank,Assam,KAMRUP METRO,Guwahati,781008,"09435049187, 07399044096",tarunbdutta@gmail.com,Dr. T. B. Dutta,"MBBS, MD",Charity,YES,NO,24 x 7,01-01-2016,26.172012,91.740106
196,151 Base Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,781029,9959857437,manuchopra70@gmail.com,Dr. Manu Chopra,MBBS ,Government,NO,NO,24 x 7,10-03-1997,26.104222,91.796169
197,Sanjevani Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,781011,8811091296,sanjevanihospital@gmail.com,Dr. Rani ManjulanDas,"MBBS, MD",Private,NO,NO,24 x 7,02-03-2015,26.161206,91.70941
198,narayana Hrudayalaya Limited Blood Bank,Assam,KAMRUP METRO,Guwahati,781031,"08811079324, 07086020485",hirakjyoti.das.dr@NULLrayaNULLhealth.org,Dr. Hirakjyoti Das,"MBBS, DCP",Private,YES,NO,24 x 7,04-03-2015,26.20775,91.678242
199,Diphu Civil Hospital Blood Bank,Assam,KARBI ANGLONG,Diphu,782460,9435066080,bloodbank.karbianglong@gmail.com,Dr. Mrs. Kaban Teronpi,MBBS,Government,NO,NO,24 x 7,09-07-2001,25.844281,93.433805
200,Karimganj Civil Hospital Blood Bank,Assam,KARIMGANJ,Karimganj,788710,9401884355,bloodbank.karimganj@gmail.com,Dr. Purno Chandan,MBBS,Government,NO,NO,24 x 7,25-10-2002,24.867595,92.361806
201,R.N.B. Civil Hospital Blood Bank,Assam,KOKRAJHAR,Kokrajhar,783370,9435026547,bloodbank.kokrajhar@gmail.com,Dr.Ratan Ramchary,MBBS,Government,NO,NO,24 x 7,12-08-2004,26.452881,89.976397
202,North Lakhimpur Civil Hospital Blood Bank,Assam,LAKHIMPUR,North Lakhimpur,787001,9435534330,bloodbank.lakhimpur@gmail.com,Dr R K Bora,MBBS,Government,NO,NO,24 x 7,10-11-1998,27.242685,94.106483
203,Morigaon Civil Hospital Blood Bank,Assam,Morigaon,Morigaon,782105,"08011352918, 099574 59887",bloodbank.morigoan@gmail.com,Dr Abdul Jalil,"MBBS, DCP",Government,NO,NO,24 x 7,17-02-2004,26.251646,92.354523
204,Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,Assam,naGAON,Hojai,782435,9435032531,hammhrc@gmail.com,Dr. Samim Baig ,NULL,Charity,NO,NO,24 x 7,02-06-1997,26.015994,92.868186
205,Divisional Railway Headquarters Hospital Blood Bank,Assam,naGAON,Lumding,N/A,9957553526,bhaskar.das@gmail.com,Dr. Bhaskar Das,MBBS,Government,NO,NO,24 x 7,10-03-1997,0,0
206,B.P. Civil Hospital Blood Bank,Assam,naGAON,nagaon,782001,9435061021,NULLgaonbloodbank@gmail.com,Dr. Bhupen Chandra Borah,MBBS,Government,NO,NO,24 x 7,11-03-1997,26.344942,92.689464
207,North East Blood Bank and Research Centre,Assam,naGAON,nagaon,782002,9435061932,gdhospital@redifmail.com,Dr. Partha Sarathi Bhuyan,"MBBS, MD",Charity,NO,NO,24 x 7,08-12-2003,26.344263,92.680991
208,S. M. K. Civil Hospital Blood Bank ,Assam,naLBARI,nalbari,781335,9435028232,bloodbank.NULLlbari@gmail.com,Dr. Utpal Das,MBBS,Government,NO,NO,24 x 7,16-07-2001,26.448222,91.435618
209,nalbari Maternity Hospital Blood Bank,Assam,naLBARI,nalbari,781335,9435194910,drrajusarma@gmail.com,Dr. Rajumani Sharma,"MBBS, MD",Private,NO,NO,24 x 7,27-03-2006,26.440614,91.43584
210,O.N.G.C. Limited Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,785640,9435717271,manishagogoi@yahoo.co.in,Dr. Manisha Gogoi,"MBBS, MD",Government,NO,NO,24 x 7,17-08-1998,26.981201,94.651794
211,Pragati Hospital and Research Centre Blood Bank,Assam,SIVASAGAR,Sivasagar,785640,9854041744,NULL,Dr. Deepali Tai,MBBS,Private,NO,NO,24 x 7,20-11-2001,26.997865,94.61976
212,Sivasagar Civil Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,785640,9435057007,"bloodbank.sivsagar@gmail.com, bloodbank.sibsagar@gmail.com",Dr. KalpaNULL Deka,"MBBS, DCP",Government,NO,NO,24 x 7,20-11-2001,26.955222,94.611106
213,Catholic Hospital Blood Bank,Assam,SONITPUR,Biswanath chariali,784167,9957806732,borgangcatholichospital@yahoo.in,Dr. Dilip Kataki,NULL,Charity,NO,NO,24 x 7,05-11-2005,26.815339,93.320185
214,Kanaklata Civil Hospital Blood Bank,Assam,SONITPUR,Tezpur,784001,9435080847,sonitpurbloodbank@gmail.com,Dr T. B. Chetri,"MBBS, MD",Government,NO,NO,24 x 7,28-07-2000,26.628524,92.796499
215,155 Base Hospital Blood Bank,Assam,SONITPUR,Tezpur,784501,9435710555,preraNULLguleria@gmail.com,Dr. Maj PrerNULL Guleria,"MBBS, MD",Government,NO,NO,24 x 7,03-06-1998,26.655397,92.787317
216,Tezpur Medical College Hospital Blood Bank ,Assam,SONITPUR,Tezpur,784010,8486893474,bloodbanktmch@gmail.com,Dr. Dharma Kanta Kumbhakar,NULL,Government,NO,NO,24 x 7,NULL,26.680968,92.653349
217,Indian Oil Corp Ltd (AOD) Hospital blood bank,Assam,TINSUKIA,Digboi,786171,9435506677,drashokkumar@indianoil.in,Dr. Ashok Kumar,"MBBS, MD",Government,NO,NO,24 x 7,23-02-2015,27.39287,95.62943
218,Central Hospital  Coal India Limited,Assam,TINSUKIA,Margherita,786184,9435138053,gmmrg1@sancharnet.in,Dr. Birineswar Sharma,MBBS,Government,NO,NO,24 x 7,29-07-2008,27.289292,95.674768
219,Tinsukia Civil Hospital Blood Bank,Assam,TINSUKIA,Tinsukia,786125,8876262939,bloodbanktinsukia@gmail.com,Dr. Mridul Gogoi,"MBBS,MD",Government,NO,NO,24 x 7,10-12-2013,27.498632,95.358861
220,Tinsukia Blood Bank,Assam,TINSUKIA,Tinsukia,786125,9435269959,tinsukiabloodbank@yahoo.com,Dr. Binod Kumar Saikia,MBBS,Charity,NO,NO,24 x 7,05/03/1997-2008,27.490438,95.363017
221,Sadar Hospital Aurangabad Blood Bank,Bihar,AURANGABAD,Aurangabad,824101,NULL,bloodbankabadbihar@gmail.com,Dr.Rambhajan chaudhary,"MBBS, MD (Pathology) ",Government,NO,NO,24x7,03-11-2004,0,0
222,Meera Nursing Home Blood Bank and Research Centre,Bihar,BEGUSARAI,Begusarai,851101,9835642642,vjayk98222@gmail.com,Dr Ram Kishore Singh,NULL,Private,NO,NULL,24X7,11-03-1998,0,0
223,Rastra Kavi Dinkar Blood Bank,Bihar,BEGUSARAI,Begusarai,851101,9431208750,bbdhbegusarai@gmail.com,Dr. Uma Shankar Prasad Singh,MBBS,Government,NO,NO,24X7,10-05-2004,25.4138,86.13596
224,Deshratna Rajendra Prasad Memorial Rotary Blood Bank,Bihar,BEGUSARAI,Begusarai ,851101,"09431211796, 09835239088",rotarybloodbankbgs@gmail.com,Dr. Gopal NULLrayan Singh,NULL,Charity,NO,NULL,N/A,26-07-2001,0,0
225,Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,Bihar,BHAGALPUR,Bhagalpur,812001,9934456029,rbbjlnmch@gmail.com,Dr. Rekha Jha,"MBBS, DGO",Government,YES,YES,24 H,08-02-1997,25.264217,87.002126
226,Sadar Hospital Ara (Bhojpur) Blood bank,Bihar,BHOJPUR,Ara,802301,7870307773,NULL,Dr. Birendra Pratap Singh,MBBS,Government,NO,NO,24 Hr.,14-11-2003,25.559755,84.667554
227,Sadar Hospital Ara Blood Bank,Bihar,BHOJPUR,Ara,802301,"09507840742, 09334466166",N/A,Dr. P. Kumar,N/A,Government,NO,NO,24X7,14-11-2003,25.558506,84.670631
228,Maa Vindhyawasini Blood Bank ,Bihar,BHOJPUR,Arrah,802301,"09835642642, 09430929650",maavindhyawasinibloodbank@gmail.com,Dr. Chandra Deo Pandey,NULL,Private,NO,NO,24x7,26-03-2004,25.539954,87.56747
229,Indian Red Cross Blood Bank (IRCS) Blood Bank,Bihar,BHOJPUR,Arrah,802301,9386399967,ircsbhojpur14@rediffmail.com,Dr. B. P. Singh,"MBBS, DCP",Government,NO,NO,24 Hr.,30.06.2006,25.559303,84.661958
